,,,"2021-22 School Grades - As of February 13, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Legend for School Types: 01=Elementary; 02=Middle; 03=High; 04=Combination ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Additional information is available in the School Grades calculations guide at http://www.fldoe.org/accountability/accountability-reporting/school-grades/. *Pursuant to FDOE Emergency Order No. 2021-EO-02, only schools for which an opt-in request was submitted by the school district superintendent or charter school governing board have a letter grade assigned for the 2020-21 school year.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
District Number,District Name,School Number,School Name,English Language Arts Achievement,English Language Arts Learning Gains,English Language Arts Learning Gains of the Lowest 25%,Mathematics Achievement,Mathematics Learning Gains,Mathematics Learning Gains of the Lowest 25%,Science Achievement,Social Studies Achievement,Middle School Acceleration,Graduation Rate 2020-21,College and Career Acceleration 2020-21,Total Points Earned,Total Components,Percent of Total Possible Points,Percent Tested,Grade 2022,Optional Grade 2021*,Grade 2019,Grade 2018,Grade 2017,Grade 2016,Informational Baseline Grade 2015,Grade 2014,Grade 2013,Grade 2012,Grade 2011,Grade 2010,Grade 2009,Grade 2008,Grade 2007,Grade 2006,Grade 2005,Grade 2004,Grade 2003,Grade 2002,Grade 2001,Grade 2000,Grade 1999,Was the collocated rule used?,Collocated Number,Charter School,Title I,Alternative/ESE Center School,School Type,Percent of Minority Students,Percent of Economically Disadvantaged Students
06,BROWARD,0011,DEERFIELD BEACH ELEMENTARY SCHOOL,42,64,60,40,64,53,28,,,,,351,7,50,100,C,,C,D,C,C,C,C,C,B,A,C,A,A,A,A,A,A,C,B,A,C,C,N,,NO,YES,N,01,84.7,75.2
06,BROWARD,0021,POMPANO BEACH MIDDLE SCHOOL,40,46,44,37,52,57,44,55,66,,,441,9,49,97,C,,C,C,C,C,C,C,D,C,B,B,B,A,C,B,B,B,B,B,C,C,C,N,,NO,YES,N,02,82.5,70.4
06,BROWARD,0031,OAKLAND PARK ELEMENTARY SCHOOL,58,75,82,36,56,81,34,,,,,422,7,60,99,B,,C,C,C,F,D,C,C,B,A,B,A,A,A,C,A,A,B,A,A,C,C,N,,NO,YES,N,01,95.1,75.9
06,BROWARD,0041,NORTH SIDE ELEMENTARY SCHOOL,38,57,46,43,57,54,46,,,,,341,7,49,98,C,,C,F,D,D,F,D,C,B,C,C,A,D,B,B,C,C,D,C,D,D,D,N,,NO,YES,N,01,99.4,82.7
06,BROWARD,0101,DANIA ELEMENTARY SCHOOL,52,74,73,56,79,68,53,,,,,455,7,65,99,A,,A,A,B,B,A,B,C,B,A,A,A,A,A,B,B,B,C,C,C,C,D,N,,NO,YES,N,01,83.9,73.8
06,BROWARD,0111,HOLLYWOOD HILLS ELEMENTARY SCHOOL,64,66,50,54,56,36,57,,,,,383,7,55,99,B,,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,C,N,,NO,NO,N,01,68.7,49
06,BROWARD,0121,HOLLYWOOD CENTRAL ELEMENTARY SCHOOL,42,55,40,34,46,37,30,,,,,284,7,41,98,C,,C,C,C,C,C,C,C,B,B,A,A,A,B,A,B,A,A,C,C,A,C,N,,NO,YES,N,01,78.7,69.7
06,BROWARD,0131,GULFSTREAM ACADEMY OF HALLANDALE BEACH,46,60,46,38,55,60,36,59,68,,,468,9,52,97,C,,B,B,C,C,C,B,C,B,A,B,A,A,A,A,A,A,A,A,B,A,D,N,,NO,YES,N,04,90,74.3
06,BROWARD,0151,RIVERLAND ELEMENTARY SCHOOL,37,64,59,37,72,67,18,,,,,354,7,51,98,C,,C,C,C,C,D,C,D,C,B,A,A,A,B,A,A,B,C,C,C,D,D,N,,NO,YES,N,01,95.9,87.1
06,BROWARD,0161,WEST HOLLYWOOD ELEMENTARY SCHOOL,40,59,66,47,64,73,25,,,,,374,7,53,99,C,,C,C,C,C,C,D,C,B,A,C,A,A,B,A,C,B,B,B,C,C,C,N,,NO,YES,N,01,94.5,76.1
06,BROWARD,0171,SOUTH BROWARD HIGH SCHOOL,49,51,41,26,48,58,49,64,,99,69,554,10,55,95,B,,C,C,C,C,B,C,B,C,B,B,B,D,C,C,C,C,C,C,C,C,C,N,,NO,NO,N,03,76,57.1
06,BROWARD,0185,POMPANO BEACH HIGH SCHOOL,87,65,71,82,79,78,95,93,,100,93,843,10,84,100,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,C,C,C,N,,NO,NO,N,03,58.8,35.6
06,BROWARD,0191,WILTON MANORS ELEMENTARY SCHOOL,60,68,62,60,65,54,51,,,,,420,7,60,99,B,,A,C,C,C,B,C,B,B,A,A,A,A,A,A,A,A,B,B,A,C,D,N,,NO,YES,N,01,83.2,66.6
06,BROWARD,0201,BENNETT ELEMENTARY SCHOOL,43,66,52,46,70,53,31,,,,,361,7,52,98,C,,C,C,C,D,C,C,B,A,A,A,A,C,A,A,A,A,A,A,C,C,C,N,,NO,YES,N,01,84.8,81.1
06,BROWARD,0211,STRANAHAN HIGH SCHOOL,36,44,30,23,46,67,37,46,,95,53,477,10,48,98,C,,C,C,C,C,C,C,B,C,B,B,C,D,C,C,D,C,C,C,C,C,C,N,,NO,NO,N,03,93.8,75.6
06,BROWARD,0221,CROISSANT PARK ELEMENTARY SCHOOL,42,58,48,52,75,76,41,,,,,392,7,56,98,B,,C,C,C,C,C,C,C,B,A,A,A,A,A,A,A,B,C,C,C,C,D,N,,NO,YES,N,01,83.5,80.8
06,BROWARD,0231,COLBERT ELEMENTARY SCHOOL,29,47,47,34,47,57,25,,,,,286,7,41,99,C,,C,C,C,D,D,D,D,C,C,C,C,C,B,B,B,B,B,D,C,D,D,N,,NO,YES,N,01,94,79.2
06,BROWARD,0241,MCARTHUR HIGH SCHOOL,38,46,38,24,48,54,35,62,,98,59,502,10,50,96,C,,B,C,C,B,B,B,A,A,A,C,C,D,D,C,C,C,C,C,C,C,C,N,,NO,NO,N,03,90.5,63.3
06,BROWARD,0251,SUNRISE MIDDLE SCHOOL,53,56,38,45,51,40,44,66,72,,,465,9,52,97,C,,B,B,B,B,B,B,B,A,A,A,B,B,C,A,B,C,B,B,C,C,C,N,,NO,YES,N,02,75.6,61.3
06,BROWARD,0271,DILLARD ELEMENTARY SCHOOL,31,53,46,40,63,53,29,,,,,315,7,45,98,C,,C,C,D,F,F,C,D,C,B,F,A,A,C,C,A,A,A,C,D,D,F,N,,NO,YES,N,01,99.4,89.1
06,BROWARD,0321,WALKER ELEMENTARY SCHOOL,19,43,40,22,51,48,17,,,,,240,7,34,98,D,,D,C,D,F,F,F,D,C,C,F,C,D,D,C,C,C,D,C,C,C,D,N,,NO,YES,N,01,97.4,90.2
06,BROWARD,0331,COLLINS ELEMENTARY SCHOOL,41,60,70,38,63,55,29,,,,,356,7,51,99,C,,C,D,A,B,C,A,B,A,A,B,A,C,C,A,B,C,C,D,D,D,D,N,,NO,YES,N,01,96.3,84.6
06,BROWARD,0341,MARY M BETHUNE ELEMENTARY SCHOOL,38,60,67,49,80,69,19,,,,,382,7,55,100,B,,C,D,C,F,D,C,C,B,C,B,B,C,C,A,C,B,C,C,C,C,D,N,,NO,YES,N,01,94.8,87.8
06,BROWARD,0343,ATTUCKS MIDDLE SCHOOL,47,48,35,42,56,60,45,55,72,,,460,9,51,97,C,,B,C,C,C,C,B,C,B,A,A,A,A,C,B,C,C,B,C,C,D,D,N,,NO,YES,N,02,89.7,70.5
06,BROWARD,0361,BLANCHE ELY HIGH SCHOOL,30,45,33,8,27,41,24,41,,91,67,407,10,41,95,C,,C,C,C,C,B,C,B,A,A,C,D,C,D,D,C,D,D,D,D,D,D,N,,NO,NO,N,03,97.2,71.1
06,BROWARD,0371,DILLARD  6-12,31,45,38,21,43,52,37,44,62,95,51,519,11,47,95,C,,C,C,C,C,C,B,A,C,B,B,D,D,D,C,D,D,D,F,D,D,D,N,,NO,YES,N,04,97.4,76
06,BROWARD,0391,DEERFIELD PARK ELEMENTARY SCHOOL,31,45,29,54,68,54,25,,,,,306,7,44,99,C,,C,C,B,D,D,D,C,D,D,C,B,B,B,A,B,B,C,C,C,D,D,N,,NO,YES,N,01,98.4,87.5
06,BROWARD,0403,HALLANDALE HIGH SCHOOL,28,38,31,16,35,53,42,52,,99,45,439,10,44,95,C,,C,C,C,C,B,B,A,A,C,C,C,C,F,C,D,D,D,D,D,D,D,N,,NO,NO,N,03,95.1,69.2
06,BROWARD,0461,OAKRIDGE ELEMENTARY SCHOOL,30,53,38,20,50,50,19,,,,,260,7,37,99,D,,C,D,C,C,D,D,D,C,C,A,A,A,A,A,B,A,A,C,C,D,C,N,,NO,YES,N,01,93.4,81
06,BROWARD,0471,OLSEN MIDDLE SCHOOL,33,45,40,24,50,60,33,60,52,,,397,9,44,94,C,,C,C,C,C,C,B,C,B,B,A,B,A,C,A,C,C,B,B,C,C,C,N,,NO,YES,N,02,85.9,72.6
06,BROWARD,0481,MCNICOL MIDDLE SCHOOL,32,42,35,28,47,48,36,49,66,,,383,9,43,98,C,,C,C,C,C,C,C,D,C,C,C,B,C,D,B,C,C,C,C,C,D,D,N,,NO,YES,N,02,98.4,78.1
06,BROWARD,0491,HARBORDALE ELEMENTARY SCHOOL,79,72,78,78,84,73,51,,,,,515,7,74,100,A,,A,A,A,B,A,B,A,A,B,B,A,A,A,A,A,A,B,A,A,A,C,N,,NO,NO,N,01,49.6,34.3
06,BROWARD,0501,BROWARD ESTATES ELEMENTARY SCHOOL,32,51,52,31,59,30,14,,,,,269,7,38,99,D,,B,C,C,D,F,F,F,D,D,C,A,C,C,B,A,C,C,C,A,D,D,N,,NO,YES,N,01,99.3,86.3
06,BROWARD,0511,WATKINS ELEMENTARY SCHOOL,46,73,66,45,68,66,37,,,,,401,7,57,100,B,,B,C,B,D,D,F,D,C,C,A,A,A,B,A,C,C,C,D,C,D,D,N,,NO,YES,N,01,97,83.5
06,BROWARD,0521,NORTH ANDREWS GARDENS ELEMENTARY SCHOOL,55,62,43,58,70,58,44,,,,,390,7,56,100,B,,B,B,B,C,C,C,B,A,A,A,A,A,A,A,A,B,A,B,A,B,C,N,,NO,YES,N,01,83.8,74.6
06,BROWARD,0531,MIRAMAR ELEMENTARY SCHOOL,48,67,57,63,91,76,25,,,,,427,7,61,99,B,,C,C,C,C,C,D,C,B,A,A,A,A,A,A,B,A,B,D,C,C,D,N,,NO,YES,N,01,98.3,81.8
06,BROWARD,0551,PLANTATION MIDDLE SCHOOL,35,40,29,23,38,48,25,51,67,,,356,9,40,97,D,,C,C,C,C,C,D,C,C,B,B,C,B,C,A,C,B,B,B,A,C,C,N,,NO,YES,N,02,93.9,73.1
